Time,Height,Measured Temp (Water),Error,PID Output
2025-03-12 13:35:05,1000.0,25.7,-75.7,-32.551
2025-03-12 13:35:05,22.96,25.77,,
2025-03-12 13:35:05,22.05,25.77,,
2025-03-12 13:35:05,20.76,25.67,,
2025-03-12 13:35:05,19.24,25.84,,
2025-03-12 13:35:05,17.93,25.53,,
2025-03-12 13:35:16,967.449,25.67,-75.67,-32.551
2025-03-12 13:35:16,16.31,25.67,,
2025-03-12 13:35:16,14.89,25.67,,
2025-03-12 13:35:16,13.17,25.09,,
2025-03-12 13:35:16,11.35,24.82,,
2025-03-12 13:35:16,10.04,24.25,,
2025-03-12 13:35:16,8.59,23.94,,
2025-03-12 13:35:16,7.08,23.33,,
2025-03-12 13:35:16,5.29,22.89,,
2025-03-12 13:35:16,3.71,22.35,,
2025-03-12 13:35:16,2.23,21.91,,
2025-03-12 13:35:16,0.69,21.51,,
2025-03-12 13:35:16,-0.65,21.17,,
2025-03-12 13:35:16,-2.06,20.7,,
2025-03-12 13:35:44,934.8979999999999,20.87,-70.87,-30.4741
2025-03-12 13:35:44,-3.04,20.33,,
2025-03-12 13:35:44,-4.51,19.95,,
2025-03-12 13:35:44,-5.65,19.38,,
2025-03-12 13:35:44,-6.93,18.74,,
2025-03-12 13:35:44,-8.07,18.23,,
2025-03-12 13:35:44,-9.1,17.56,,
2025-03-12 13:35:44,-10.17,17.08,,
2025-03-12 13:35:44,-11.21,16.58,,
2025-03-12 13:35:44,-12.08,16.07,,
2025-03-12 13:35:44,-12.99,15.63,,
2025-03-12 13:35:44,-13.89,15.13,,
2025-03-12 13:35:44,-14.76,14.72,,
2025-03-12 13:35:44,-15.46,14.18,,
2025-03-12 13:35:44,-16.16,13.75,,
2025-03-12 13:35:44,-16.76,13.27,,
2025-03-12 13:35:44,-17.26,13.0,,
2025-03-12 13:35:44,-18.07,12.5,,
2025-03-12 13:35:44,-18.7,12.23,,
2025-03-12 13:35:44,-19.23,11.86,,
2025-03-12 13:35:44,-19.63,11.52,,
2025-03-12 13:35:44,-20.17,11.12,,
2025-03-12 13:36:29,904.4238999999999,11.05,-61.05,-26.2515
2025-03-12 13:36:29,-20.6,10.98,,
2025-03-12 13:36:29,-21.04,10.61,,
2025-03-12 13:36:29,-21.67,10.11,,
2025-03-12 13:36:29,-21.97,9.9,,
2025-03-12 13:36:29,-22.8,9.3,,
2025-03-12 13:36:29,-23.1,9.16,,
2025-03-12 13:36:29,-23.47,8.86,,
2025-03-12 13:36:29,-23.94,8.59,,
2025-03-12 13:36:29,-24.37,8.32,,
2025-03-12 13:36:48,878.1723999999999,8.19,-58.19,-26.2515
2025-03-12 13:36:48,-24.67,7.98,,
2025-03-12 13:36:48,-25.2,7.61,,
2025-03-12 13:36:48,-25.6,7.28,,
2025-03-12 13:36:48,-26.1,6.98,,
2025-03-12 13:36:48,-26.6,6.57,,
2025-03-12 13:36:59,851.9209,6.67,-56.67,-24.368100000000002
2025-03-12 13:36:59,-27.0,6.3,,
2025-03-12 13:36:59,-27.47,6.0,,
2025-03-12 13:36:59,-28.13,5.7,,
2025-03-12 13:36:59,-28.7,5.19,,
2025-03-12 13:36:59,-29.2,5.09,,
2025-03-12 13:36:59,-29.76,4.35,,
2025-03-12 13:36:59,-30.4,4.22,,
2025-03-12 13:36:59,-30.8,3.91,,
2025-03-12 13:36:59,-31.23,3.55,,
2025-03-12 13:36:59,-31.76,3.31,,
2025-03-12 13:37:20,827.5527999999999,3.34,-53.34,-22.9362
2025-03-12 13:37:20,-32.13,3.07,,
2025-03-12 13:37:20,-32.59,2.71,,
2025-03-12 13:37:20,-33.32,2.27,,
2025-03-12 13:37:20,-33.99,1.9,,
2025-03-12 13:37:20,-34.62,1.56,,
2025-03-12 13:37:31,804.6166,1.46,-51.46,-22.9362
2025-03-12 13:37:31,-34.98,1.29,,
2025-03-12 13:37:31,-35.38,0.82,,
2025-03-12 13:37:31,-35.95,0.49,,
2025-03-12 13:37:31,-36.54,0.19,,
2025-03-12 13:37:31,-37.04,-0.22,,
2025-03-12 13:37:41,781.6804,-0.22,-49.78,-21.4054
2025-03-12 13:37:41,-37.37,-0.42,,
2025-03-12 13:37:41,-37.91,-0.69,,
2025-03-12 13:37:41,-38.24,-1.06,,
2025-03-12 13:37:41,-38.6,-1.29,,
2025-03-12 13:37:41,-39.27,-1.8,,
2025-03-12 13:37:41,-39.6,-1.96,,
2025-03-12 13:37:41,-39.96,-2.4,,
2025-03-12 13:37:41,-40.39,-2.6,,
2025-03-12 13:37:41,-40.76,-2.94,,
2025-03-12 13:38:00,760.275,-3.0,-47.0,-21.4054
2025-03-12 13:38:00,-41.12,-3.14,,
2025-03-12 13:38:00,-41.55,-3.31,,
2025-03-12 13:38:00,-41.75,-3.81,,
2025-03-12 13:38:00,-42.15,-4.08,,
2025-03-12 13:38:00,-42.51,-4.38,,
2025-03-12 13:38:00,-42.88,-4.61,,
2025-03-12 13:38:00,-43.11,-4.92,,
2025-03-12 13:38:14,738.8696,-4.98,-45.019999999999996,-19.3586
2025-03-12 13:38:14,-43.41,-5.12,,
2025-03-12 13:38:14,-43.74,-5.62,,
2025-03-12 13:38:14,-44.34,-5.79,,
2025-03-12 13:38:14,-44.73,-6.12,,
2025-03-12 13:38:14,-45.13,-6.32,,
2025-03-12 13:38:14,-45.66,-6.76,,
2025-03-12 13:38:27,719.511,-6.83,-43.17,-19.3586
2025-03-12 13:38:27,-46.02,-6.96,,
2025-03-12 13:38:27,-46.59,-7.29,,
2025-03-12 13:38:27,-47.12,-7.6,,
2025-03-12 13:38:27,-47.81,-8.0,,
2025-03-12 13:38:27,-48.54,-8.4,,
2025-03-12 13:38:37,700.1524,-8.43,-41.57,-17.8751
2025-03-12 13:38:37,-48.97,-8.6,,
2025-03-12 13:38:37,-49.66,-9.0,,
2025-03-12 13:38:37,-50.49,-9.37,,
2025-03-12 13:38:37,-51.28,-9.87,,
2025-03-12 13:38:37,-52.11,-10.17,,
2025-03-12 13:38:37,-52.73,-10.61,,
2025-03-12 13:38:37,-53.49,-11.08,,
2025-03-12 13:38:37,-54.22,-11.48,,
2025-03-12 13:38:53,682.2773,-11.48,-38.519999999999996,-17.8751
2025-03-12 13:38:53,-54.71,-11.78,,
2025-03-12 13:38:53,-55.47,-12.32,,
2025-03-12 13:38:53,-56.36,-12.55,,
2025-03-12 13:38:53,-57.28,-13.05,,
2025-03-12 13:38:53,-58.11,-13.45,,
2025-03-12 13:38:53,-58.83,-13.92,,
2025-03-12 13:38:53,-59.66,-14.42,,
2025-03-12 13:38:53,-60.48,-14.82,,
2025-03-12 13:38:53,-61.2,-15.29,,
2025-03-12 13:38:53,-61.86,-15.66,,
2025-03-12 13:38:53,-62.59,-16.13,,
2025-03-12 13:39:16,664.4022,-16.23,-33.769999999999996,-14.521099999999999
2025-03-12 13:39:16,-63.11,-16.4,,
2025-03-12 13:39:16,-63.87,-16.73,,
2025-03-12 13:39:16,-64.76,-17.3,,
2025-03-12 13:39:16,-65.61,-17.8,,
2025-03-12 13:39:16,-66.46,-18.3,,
2025-03-12 13:39:16,-67.28,-18.67,,
2025-03-12 13:39:16,-68.07,-19.3,,
2025-03-12 13:39:16,-68.86,-19.8,,
2025-03-12 13:39:16,-69.52,-20.07,,
2025-03-12 13:39:16,-70.34,-20.54,,
2025-03-12 13:39:16,-70.96,-20.97,,
2025-03-12 13:39:16,-71.65,-21.37,,
2025-03-12 13:39:42,649.8811,-21.5,-28.5,-12.254999999999999
2025-03-12 13:39:42,-71.94,-21.67,,
2025-03-12 13:39:42,-72.66,-22.14,,
2025-03-12 13:39:42,-73.22,-22.34,,
2025-03-12 13:39:42,-73.94,-22.77,,
2025-03-12 13:39:42,-74.4,-23.3,,
2025-03-12 13:39:42,-75.09,-23.4,,
2025-03-12 13:39:42,-75.51,-23.97,,
2025-03-12 13:39:42,-75.97,-24.5,,
2025-03-12 13:39:42,-76.62,-24.84,,
2025-03-12 13:39:42,-77.08,-25.04,,
2025-03-12 13:39:42,-77.61,-25.47,,
2025-03-12 13:39:42,-78.03,-25.9,,
2025-03-12 13:40:06,637.6261,-26.0,-24.0,-10.32
2025-03-12 13:40:06,-78.23,-26.0,,
2025-03-12 13:40:06,-78.95,-26.47,,
2025-03-12 13:40:06,-79.5,-26.77,,
2025-03-12 13:40:06,-80.15,-27.27,,
2025-03-12 13:40:06,-80.74,-27.5,,
2025-03-12 13:40:06,-81.27,-28.0,,
2025-03-12 13:40:06,-81.79,-28.43,,
2025-03-12 13:40:06,-82.24,-28.8,,
2025-03-12 13:40:06,-82.96,-29.17,,
2025-03-12 13:40:06,-83.42,-29.47,,
2025-03-12 13:40:27,627.3060999999999,-29.47,-20.53,-8.8279
2025-03-12 13:40:27,-83.58,-29.76,,
2025-03-12 13:40:27,-84.07,-30.16,,
2025-03-12 13:40:27,-84.43,-30.43,,
2025-03-12 13:40:27,-85.05,-30.93,,
2025-03-12 13:40:27,-85.41,-31.23,,
2025-03-12 13:40:27,-85.8,-31.53,,
2025-03-12 13:40:27,-86.29,-31.69,,
2025-03-12 13:40:27,-86.58,-32.19,,
2025-03-12 13:40:43,618.4781999999999,-32.26,-17.740000000000002,-8.8279
2025-03-12 13:40:43,-86.81,-32.39,,
2025-03-12 13:40:43,-87.2,-32.59,,
2025-03-12 13:40:43,-87.53,-32.96,,
2025-03-12 13:40:43,-87.95,-33.22,,
2025-03-12 13:40:43,-88.14,-33.52,,
2025-03-12 13:40:53,609.6502999999999,-33.65,-16.35,-7.030500000000001
2025-03-12 13:40:53,-88.4,-33.79,,
2025-03-12 13:40:53,-88.7,-34.19,,
2025-03-12 13:40:53,-88.99,-34.35,,
2025-03-12 13:40:53,-89.35,-34.78,,
2025-03-12 13:40:53,-89.61,-34.92,,
2025-03-12 13:41:02,602.6197999999999,-35.15,-14.850000000000001,-7.030500000000001
2025-03-12 13:41:02,-89.64,-35.25,,
2025-03-12 13:41:02,-90.06,-35.45,,
2025-03-12 13:41:02,-90.55,-35.75,,
2025-03-12 13:41:02,-90.88,-36.05,,
2025-03-12 13:41:02,-91.4,-36.41,,
2025-03-12 13:41:12,595.5893,-36.58,-13.420000000000002,-7.030500000000001
2025-03-12 13:41:12,-91.43,-36.58,,
2025-03-12 13:41:12,-91.79,-36.88,,
2025-03-12 13:41:12,-92.14,-37.21,,
2025-03-12 13:41:12,-92.5,-37.54,,
2025-03-12 13:41:12,-92.83,-37.81,,
2025-03-12 13:41:22,588.5588,-37.81,-12.189999999999998,-5.241699999999999
2025-03-12 13:41:22,-92.92,-37.94,,
2025-03-12 13:41:22,-93.15,-38.3,,
2025-03-12 13:41:22,-93.44,-38.47,,
2025-03-12 13:41:22,-93.77,-38.73,,
2025-03-12 13:41:22,-94.16,-38.97,,
2025-03-12 13:41:31,583.3171,-39.07,-10.93,-5.241699999999999
2025-03-12 13:41:31,-94.26,-39.17,,
2025-03-12 13:41:31,-94.39,-39.5,,
2025-03-12 13:41:31,-94.74,-39.73,,
2025-03-12 13:41:31,-94.97,-40.03,,
2025-03-12 13:41:31,-95.2,-40.36,,
2025-03-12 13:41:41,578.0754,-40.23,-9.770000000000003,-5.241699999999999
2025-03-12 13:41:41,-95.23,-40.43,,
2025-03-12 13:41:41,-95.55,-40.66,,
2025-03-12 13:41:41,-95.81,-41.02,,
2025-03-12 13:41:41,-96.17,-41.25,,
2025-03-12 13:41:41,-96.49,-41.35,,
2025-03-12 13:41:50,572.8336999999999,-41.42,-8.579999999999998,-3.689399999999999
2025-03-12 13:41:50,-96.53,-41.39,,
2025-03-12 13:41:50,-96.85,-41.69,,
2025-03-12 13:41:50,-97.11,-42.05,,
2025-03-12 13:41:50,-97.27,-42.25,,
2025-03-12 13:41:50,-97.6,-42.55,,
2025-03-12 13:41:59,569.1442999999999,-42.55,-7.450000000000003,-3.689399999999999
2025-03-12 13:41:59,-97.73,-42.55,,
2025-03-12 13:41:59,-98.02,-42.88,,
2025-03-12 13:41:59,-98.11,-43.31,,
2025-03-12 13:41:59,-98.21,-43.41,,
2025-03-12 13:41:59,-98.57,-43.67,,
2025-03-12 13:42:09,565.4549,-43.74,-6.259999999999998,-3.689399999999999
2025-03-12 13:42:09,-98.7,-43.67,,
2025-03-12 13:42:09,-98.86,-43.9,,
2025-03-12 13:42:09,-99.05,-44.2,,
2025-03-12 13:42:09,-99.31,-44.4,,
2025-03-12 13:42:09,-99.31,-44.63,,
2025-03-12 13:42:18,561.7655,-44.63,-5.369999999999997,-2.309099999999999
2025-03-12 13:42:18,-99.38,-44.73,,
2025-03-12 13:42:18,-99.67,-44.93,,
2025-03-12 13:42:18,-99.96,-45.26,,
2025-03-12 13:42:18,-100.25,-45.33,,
2025-03-12 13:42:18,-100.32,-45.59,,
2025-03-12 13:42:27,559.4564,-45.66,-4.340000000000003,-2.309099999999999
2025-03-12 13:42:27,-100.32,-45.69,,
2025-03-12 13:42:27,-100.61,-45.86,,
2025-03-12 13:42:27,-100.71,-46.12,,
2025-03-12 13:42:27,-100.9,-46.19,,
2025-03-12 13:42:27,-101.09,-46.59,,
2025-03-12 13:42:37,557.1473000000001,-46.59,-3.4099999999999966,-2.309099999999999
2025-03-12 13:42:37,-101.19,-46.59,,
2025-03-12 13:42:37,-101.32,-46.69,,
2025-03-12 13:42:37,-101.51,-47.05,,
2025-03-12 13:42:37,-101.48,-47.25,,
2025-03-12 13:42:37,-101.77,-47.35,,
2025-03-12 13:42:46,554.8382000000001,-47.41,-2.5900000000000034,-1.1137000000000015
2025-03-12 13:42:46,-101.81,-47.41,,
2025-03-12 13:42:46,-101.9,-47.64,,
2025-03-12 13:42:46,-102.0,-47.68,,
2025-03-12 13:42:46,-102.23,-48.07,,
2025-03-12 13:42:46,-102.19,-48.21,,
2025-03-12 13:42:55,553.7245000000001,-48.11,-1.8900000000000006,-1.1137000000000015
2025-03-12 13:42:55,-102.36,-48.31,,
2025-03-12 13:42:55,-102.52,-48.4,,
2025-03-12 13:42:55,-102.68,-48.64,,
2025-03-12 13:42:55,-102.74,-48.87,,
2025-03-12 13:42:55,-102.74,-48.93,,
2025-03-12 13:43:04,552.6108000000002,-48.9,-1.1000000000000014,-1.1137000000000015
2025-03-12 13:43:04,-102.81,-48.93,,
2025-03-12 13:43:04,-102.94,-49.13,,
2025-03-12 13:43:04,-103.03,-49.26,,
2025-03-12 13:43:04,-103.16,-49.53,,
2025-03-12 13:43:04,-103.26,-49.69,,
2025-03-12 13:43:13,551.4971000000002,-49.63,-0.36999999999999744,-0.1590999999999989
2025-03-12 13:43:13,-103.29,-49.73,,
2025-03-12 13:43:13,-103.42,-49.86,,
2025-03-12 13:43:13,-103.52,-50.09,,
2025-03-12 13:43:13,-103.62,-50.22,,
2025-03-12 13:43:13,-103.71,-50.19,,
2025-03-12 13:43:22,551.4971000000002,-50.39,0.39000000000000057,-0.1590999999999989
2025-03-12 13:43:22,-103.68,-50.26,,
2025-03-12 13:43:22,-103.71,-50.32,,
2025-03-12 13:43:22,-103.84,-50.72,,
2025-03-12 13:43:22,-104.0,-50.72,,
2025-03-12 13:43:22,-103.97,-51.05,,
2025-03-12 13:43:31,551.4971000000002,-50.98,0.9799999999999969,-0.1590999999999989
2025-03-12 13:43:31,-104.0,-50.92,,
2025-03-12 13:43:31,-104.1,-51.02,,
2025-03-12 13:43:31,-104.07,-51.21,,
2025-03-12 13:43:31,-104.2,-51.31,,
2025-03-12 13:43:31,-104.3,-51.58,,
2025-03-12 13:43:40,551.4971000000002,-51.71,1.7100000000000009,0.7353000000000004
2025-03-12 13:43:40,-104.33,-51.61,,
2025-03-12 13:43:40,-104.36,-51.84,,
2025-03-12 13:43:40,-104.36,-51.61,,
2025-03-12 13:43:40,-104.46,-52.11,,
2025-03-12 13:43:40,-104.49,-51.94,,
2025-03-12 13:43:40,-104.55,-52.2,,
2025-03-12 13:43:40,-104.55,-52.2,,
2025-03-12 13:43:40,-104.68,-52.73,,
2025-03-12 13:43:40,-104.65,-52.44,,
2025-03-12 13:43:40,-104.65,-52.63,,
2025-03-12 13:43:40,-104.72,-53.19,,
2025-03-12 13:43:40,-104.78,-52.9,,
2025-03-12 13:43:40,-104.84,-52.9,,
2025-03-12 13:43:40,-104.84,-53.0,,
2025-03-12 13:43:40,-104.84,-53.23,,
2025-03-12 13:44:11,552.2324000000002,-53.06,3.0600000000000023,1.315800000000001
2025-03-12 13:44:11,-104.78,-52.93,,
2025-03-12 13:44:11,-104.78,-53.06,,
2025-03-12 13:44:11,-104.84,-53.36,,
2025-03-12 13:44:11,-104.78,-53.36,,
2025-03-12 13:44:11,-104.84,-53.46,,
2025-03-12 13:44:20,553.5482000000002,-53.39,3.3900000000000006,1.315800000000001
2025-03-12 13:44:20,-104.78,-53.79,,
2025-03-12 13:44:20,-104.84,-53.36,,
2025-03-12 13:44:20,-104.78,-53.79,,
2025-03-12 13:44:20,-104.68,-53.76,,
2025-03-12 13:44:20,-104.62,-53.99,,
2025-03-12 13:44:30,554.8640000000001,-53.85,3.8500000000000014,1.315800000000001
2025-03-12 13:44:30,-104.72,-53.79,,
2025-03-12 13:44:30,-104.68,-53.82,,
2025-03-12 13:44:30,-104.59,-54.28,,
2025-03-12 13:44:30,-104.42,-54.45,,
2025-03-12 13:44:30,-104.46,-53.82,,
2025-03-12 13:44:30,-104.39,-54.15,,
2025-03-12 13:44:30,-104.33,-54.32,,
2025-03-12 13:44:30,-104.3,-54.45,,
2025-03-12 13:44:30,-104.13,-54.42,,
2025-03-12 13:44:48,556.1798000000001,-54.35,4.350000000000001,1.8705000000000005
2025-03-12 13:44:48,-104.17,-54.61,,
2025-03-12 13:44:48,-104.2,-54.28,,
2025-03-12 13:44:48,-104.07,-54.81,,
2025-03-12 13:44:48,-104.0,-54.51,,
2025-03-12 13:44:48,-103.88,-54.55,,
2025-03-12 13:44:48,-103.75,-54.75,,
2025-03-12 13:44:48,-103.75,-54.75,,
2025-03-12 13:45:01,558.0503000000001,-54.88,4.880000000000003,1.8705000000000005
2025-03-12 13:45:01,-103.75,-54.94,,
2025-03-12 13:45:01,-103.55,-54.88,,
2025-03-12 13:45:01,-103.52,-54.88,,
2025-03-12 13:45:01,-103.49,-54.75,,
2025-03-12 13:45:01,-103.39,-54.88,,
2025-03-12 13:45:10,559.9208000000001,-54.88,4.880000000000003,2.098400000000001
2025-03-12 13:45:10,-103.36,-55.08,,
2025-03-12 13:45:10,-103.26,-54.98,,
2025-03-12 13:45:10,-103.13,-55.04,,
2025-03-12 13:45:10,-102.97,-55.01,,
